term_str,n,n_chars,p,i,max_pos,max_pos_group,n_pos_group,cat_pos_group,n_pos,cat_pos,stop,stem_porter,stem_snowball,stem_lancaster
favorable,115,9,6.716822837664906e-05,13.861861497422268,ADJ,ADJ,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,favor,favor,fav
favorably,2,9,1.1681431022025922e-06,19.707351548366642,ADV,ADV,1,{'ADV'},1,{'ADV'},0,favor,favor,fav
favorecido,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,favorecido,favorecido,favorecido
favored,13,7,7.592930164316849e-06,17.00691183022555,VERB,VERB,2,"{'VERB', 'ADJ'}",2,"{'VERB', 'ADJ'}",0,favor,favor,fav
favoring,4,8,2.3362862044051845e-06,18.707351548366642,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,favor,favor,fav
favorise,2,8,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,favoris,favoris,fav
favoritism,2,10,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,favorit,favorit,favorit
favors,12,6,7.008858613215553e-06,17.122389047645488,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,favor,favor,fav
favour,123,6,7.184080078545942e-05,13.764837043027402,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,favour,favour,favo
favourable,25,10,1.4601788777532403e-05,16.06349535859192,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,favour,favour,favo
fax,1,3,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fax,fax,fax
faydiyyah,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,faydiyyah,faydiyyah,faydiyyah
fayli,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fayli,fayli,fayl
fays,1,4,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fay,fay,fay
façon,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,façon,façon,façon
fbishe,1,6,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fbish,fbish,fbish
fconsider,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fconsid,fconsid,fconsid
fe,4,2,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fe,fe,fe
fealty,3,6,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fealti,fealti,feal
fear,87,4,5.081422494581276e-05,14.264408052517915,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,fear,fear,fear
feared,1,6,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fear,fear,fear
fearing,1,7,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fear,fear,fear
fearless,1,8,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fearless,fearless,fearless
fearlessly,1,10,5.840715511012961e-07,20.707351548366642,ADV,ADV,1,{'ADV'},1,{'ADV'},0,fearlessli,fearless,fearless
fears,1,5,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fear,fear,fear
feasibility,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feasibl,feasibl,feas
feasible,2,8,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,feasibl,feasibl,feas
feast,2,5,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feast,feast,feast
feats,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feat,feat,feat
feature,4,7,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,featur,featur,feat
features,17,8,9.929216368722034e-06,16.619888707116303,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,featur,featur,feat
february,85,8,4.964608184361017e-05,14.297960612228941,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,februari,februari,febru
federación,3,10,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,federación,federación,federación
federal,1245,7,0.0007271690811211137,10.425421521411199,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,feder,feder,fed
federalism,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feder,feder,fed
federalist,1,10,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,federalist,federalist,fed
federalized,1,11,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,feder,feder,fed
federally,4,9,2.3362862044051845e-06,18.707351548366642,ADV,ADV,1,{'ADV'},1,{'ADV'},0,feder,feder,fed
federate,26,8,1.5185860328633698e-05,16.00691183022555,NOUN,NOUN,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,feder,feder,fed
federated,43,9,2.5115076697355734e-05,15.281086793664544,NOUN,NOUN,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,feder,feder,fed
federation,320,10,0.00018690289635241476,12.38542345347928,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feder,feder,fed
federationcommissioner,2,22,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,federationcommission,federationcommission,federationcommit
federations,12,11,7.008858613215553e-06,17.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feder,feder,fed
federative,23,10,1.343364567532981e-05,16.18378959230963,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,feder,feder,fed
federatrices,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,federatric,federatric,fed
fee,17,3,9.929216368722034e-06,16.619888707116303,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fee,fee,fee
feed,2,4,1.1681431022025922e-06,19.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,feed,feed,fee
feeder,1,6,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feeder,feeder,fee
feel,1,4,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,feel,feel,feel
feeling,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feel,feel,feel
feelings,7,8,4.088500857709072e-06,17.89999662630904,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feel,feel,feel
feels,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feel,feel,feel
fees,87,4,5.081422494581276e-05,14.264408052517915,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fee,fee,fee
feet,20,4,1.1681431022025922e-05,16.38542345347928,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feet,feet,feet
fehaciente,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fehacient,fehacient,feh
felek,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,felek,felek,felek
felicity,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,felic,felic,fel
felidhe,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,felidh,felidh,felidh
felix,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,felix,felix,felix
fell,3,4,1.7522146533038884e-06,19.122389047645488,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fell,fell,fel
fellow,6,6,3.5044293066077767e-06,18.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fellow,fellow,fellow
fellowcitizens,1,14,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fellowcitizen,fellowcitizen,fellowcit
fellowships,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fellowship,fellowship,fellow
felonies,8,8,4.672572408810369e-06,17.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feloni,feloni,felony
felonious,1,9,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,feloni,feloni,felony
felony,25,6,1.4601788777532403e-05,16.06349535859192,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feloni,feloni,felony
female,35,6,2.0442504288545365e-05,15.578068531421676,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,femal,femal,fem
females,3,7,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,femal,femal,fem
feminine,102,8,5.9575298212332207e-05,14.034926206395147,NOUN,NOUN,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,feminin,feminin,feminin
fences,1,6,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fenc,fenc,fent
fencing,1,7,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fenc,fenc,fent
fenecidos,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fenecido,fenecido,fenecido
fermented,1,9,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,ferment,ferment,fer
fernandez,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fernandez,fernandez,fernandez
fernando,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fernando,fernando,fernando
ferrari,2,7,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,ferrari,ferrari,ferrar
ferries,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,ferri,ferri,ferry
fertile,3,7,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fertil,fertil,fertil
fertilizers,2,11,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fertil,fertil,fertil
fervour,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fervour,fervour,fervo
festival,3,8,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,festiv,festiv,fest
festivals,3,9,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,festiv,festiv,fest
fetters,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fetter,fetter,fet
fetuses,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fetus,fetus,fetus
feudal,5,6,2.9203577555064806e-06,18.38542345347928,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,feudal,feudal,feud
feudalism,4,9,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,feudal,feudal,feud
feudalistic,1,11,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,feudalist,feudalist,feud
few,3,3,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},1,few,few,few
fewer,40,5,2.3362862044051845e-05,15.38542345347928,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fewer,fewer,few
ff,5,2,2.9203577555064806e-06,18.38542345347928,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,ff,ff,ff
ffailure,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,ffailur,ffailur,ffail
ffalter,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,ffalter,ffalter,ffalt
fforeign,1,8,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fforeign,fforeign,fforeign
ffreviewing,1,11,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,ffreview,ffreview,ffreviewing
fhatutshedza,1,12,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fhatutshedza,fhatutshedza,fhatutshedz
fianzas,1,7,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fianza,fianza,fianza
fichier,2,7,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,2,"{'VERB', 'ADJ'}",2,"{'VERB', 'ADJ'}",0,fichier,fichier,fichy
fictive,2,7,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fictiv,fictiv,fict
fide,3,4,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,3,"{'NOUN', 'ADJ', 'ADV'}",3,"{'NOUN', 'ADJ', 'ADV'}",0,fide,fide,fid
fideicommissa,1,13,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fideicommissa,fideicommissa,fideicommiss
fidel,1,5,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fidel,fidel,fidel
fidelity,11,8,6.424787062114257e-06,17.247919929729346,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fidel,fidel,fidel
field,60,5,3.5044293066077765e-05,14.800460952758124,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,field,field,field
fielded,1,7,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,field,field,field
fields,76,6,4.43894378836985e-05,14.459424034923057,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,field,field,field
fifanajàna,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fifanajàna,fifanajàna,fifanajàn
fifteen,322,7,0.00018807103945461736,12.376434670252026,ADJ,ADJ,4,"{'VERB', 'NUM', 'ADJ', 'NOUN'}",4,"{'VERB', 'NUM', 'ADJ', 'NOUN'}",0,fifteen,fifteen,fifteen
fifteenday,4,10,2.3362862044051845e-06,18.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fifteenday,fifteenday,fifteenday
fifteenmember,1,13,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fifteenmemb,fifteenmemb,fifteenmemb
fifteenth,24,9,1.4017717226431107e-05,16.122389047645488,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,fifteenth,fifteenth,fifteen
fifth,92,5,5.373458270131924e-05,14.18378959230963,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,fifth,fifth,fif
fifthapproving,1,14,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fifthapprov,fifthapprov,fifthapprov
fifthregulating,1,15,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fifthregul,fifthregul,fifthreg
fifths,14,6,8.177001715418145e-06,16.89999662630904,NOUN,NOUN,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,fifth,fifth,fifth
fifthsettling,1,13,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fifthsettl,fifthsettl,fifthsettl
fifthto,3,7,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fifthto,fifthto,fifthto
fifty,89,5,5.1982368048015355e-05,14.231618117400245,ADJ,ADJ,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,fifti,fifti,fifty
fiftyeight,3,10,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftyeight,fiftyeight,fiftyeight
fiftyfirst,2,10,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftyfirst,fiftyfirst,fiftyfirst
fiftyfive,4,9,2.3362862044051845e-06,18.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftyf,fiftyf,fiftyf
fiftyfourth,1,11,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftyfourth,fiftyfourth,fiftyfour
fiftynine,1,9,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftynin,fiftynin,fiftynin
fiftyone,3,8,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftyon,fiftyon,fiftyon
fiftyseven,2,10,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,2,"{'ADJ', 'ADV'}",2,"{'ADJ', 'ADV'}",0,fiftyseven,fiftyseven,fiftysev
fiftysix,2,8,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,fiftysix,fiftysix,fiftysix
fiftythird,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fiftythird,fiftythird,fiftythird
fiftythousand,1,13,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftythousand,fiftythousand,fiftythousand
fiftythree,3,10,1.7522146533038884e-06,19.122389047645488,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,fiftythre,fiftythre,fiftythr
fight,28,5,1.635400343083629e-05,15.899996626309038,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,fight,fight,fight
fighters,2,8,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fighter,fighter,fight
fighting,12,8,7.008858613215553e-06,17.122389047645488,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fight,fight,fight
fights,2,6,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,fight,fight,fight
figuran,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,figuran,figuran,fig
figure,21,6,1.2265502573127219e-05,16.315034125587882,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,figur,figur,fig
figures,20,7,1.1681431022025922e-05,16.38542345347928,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,figur,figur,fig
figuring,4,8,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,figur,figur,fig
fihavanana,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fihavanana,fihavanana,fihavanan
fije,1,4,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fije,fije,fij
fiji,53,4,3.095579220836869e-05,14.979431093803443,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fiji,fiji,fij
fijiads,12,7,7.008858613215553e-06,17.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fijiad,fijiad,fijiad
fijiajq,1,7,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fijiajq,fijiajq,fijiajq
fijians,3,7,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fijian,fijian,fij
fijiansads,1,10,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fijiansad,fijiansad,fijiansad
fika,1,4,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fika,fika,fik
file,48,4,2.8035434452862214e-05,15.122389047645486,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,file,file,fil
filed,61,5,3.5628364617179065e-05,14.776614210803755,VERB,VERB,1,{'VERB'},1,{'VERB'},0,file,file,fil
files,9,5,5.256643959911665e-06,17.53742654692433,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,file,file,fil
filial,2,6,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,filial,filial,fil
filiation,7,9,4.088500857709072e-06,17.89999662630904,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,filiat,filiat,fily
filing,21,6,1.2265502573127219e-05,16.315034125587882,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,file,file,fil
filings,2,7,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,file,file,fil
filipino,19,8,1.1097359470924626e-05,16.459424034923057,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,filipino,filipino,filipino
filipinos,4,9,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,filipino,filipino,filipino
fill,102,4,5.9575298212332207e-05,14.034926206395147,VERB,VERB,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,fill,fill,fil
filled,94,6,5.4902725803521834e-05,14.152762696689004,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fill,fill,fil
filling,25,7,1.4601788777532403e-05,16.06349535859192,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,fill,fill,fil
fills,1,5,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,fill,fill,fil
film,3,4,1.7522146533038884e-06,19.122389047645488,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,film,film,film
filmed,1,6,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,film,film,film
films,7,5,4.088500857709072e-06,17.89999662630904,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,film,film,film
filohanny,1,9,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,filohanni,filohanni,filohanny
fimbriation,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fimbriat,fimbriat,fimbry
fin,2,3,1.1681431022025922e-06,19.707351548366642,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,fin,fin,fin
final,416,5,0.00024297376525813917,12.006911830225551,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,final,final,fin
finalidad,2,9,1.1681431022025922e-06,19.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,finalidad,finalidad,finalidad
finality,4,8,2.3362862044051845e-06,18.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,final,final,fin
finally,39,7,2.2778790492950548e-05,15.421949329504395,ADV,ADV,1,{'ADV'},1,{'ADV'},0,final,final,fin
finance,350,7,0.00020442504288545365,12.256140436534313,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,financ,financ,fin
financed,31,8,1.810621808414018e-05,15.753155237979767,VERB,VERB,2,"{'VERB', 'ADJ'}",2,"{'VERB', 'ADJ'}",0,financ,financ,fin
financement,1,11,5.840715511012961e-07,20.707351548366642,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,financ,financ,fin
finances,94,8,5.4902725803521834e-05,14.152762696689004,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,financ,financ,fin
financial,762,9,0.00044506252193918765,11.13370436087332,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,financi,financi,fin
financially,19,11,1.1097359470924626e-05,16.459424034923057,ADV,ADV,1,{'ADV'},1,{'ADV'},0,financi,financi,fin
financing,120,9,7.008858613215553e-05,13.800460952758124,NOUN,NOUN,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,financ,financ,fin
find,23,4,1.343364567532981e-05,16.18378959230963,VERB,VERB,1,{'VERB'},1,{'VERB'},0,find,find,find
finding,18,7,1.051328791982333e-05,16.53742654692433,NOUN,NOUN,3,"{'VERB', 'ADJ', 'NOUN'}",3,"{'VERB', 'ADJ', 'NOUN'}",0,find,find,find
findings,15,8,8.761073266519441e-06,16.800460952758122,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,find,find,find
finds,47,5,2.7451362901760917e-05,15.152762696689004,VERB,VERB,2,"{'VERB', 'NOUN'}",2,"{'VERB', 'NOUN'}",0,find,find,find
fine,45,4,2.6283219799558324e-05,15.215498452036968,ADJ,ADJ,2,"{'ADJ', 'NOUN'}",2,"{'ADJ', 'NOUN'}",0,fine,fine,fin
fineads,1,7,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,finead,finead,finead
finely,1,6,5.840715511012961e-07,20.707351548366642,ADV,ADV,1,{'ADV'},1,{'ADV'},0,fine,fine,fin
fines,30,5,1.7522146533038883e-05,15.800460952758124,NOUN,NOUN,1,{'NOUN'},1,{'NOUN'},0,fine,fine,fin
finest,1,6,5.840715511012961e-07,20.707351548366642,ADJ,ADJ,1,{'ADJ'},1,{'ADJ'},0,finest,finest,finest
finish,6,6,3.5044293066077767e-06,18.122389047645488,VERB,VERB,1,{'VERB'},1,{'VERB'},0,finish,finish,fin
finished,5,8,2.9203577555064806e-06,18.38542345347928,VERB,VERB,1,{'VERB'},1,{'VERB'},0,finish,finish,fin
finishes,1,8,5.840715511012961e-07,20.707351548366642,VERB,VERB,1,{'VERB'},1,{'VERB'},0,finish,finish,fin
